ISO3,COUNTRY,JMP_REGNM,ALB_NE,ALB_SE,JMP_ALBSNE,SM_NE,SM_SE
SOM,Somalia,16 sool,52,61.67222159,61.67222159,34,40.32414488
SOM,Somalia,12 nugal,52,55.27202674,55.27202674,34,36.1394021
SOM,Somalia,3 banadir,52,98.07606294,98.07606294,34,64.12665653
MNG,Mongolia,ulaanbaatar,83,94.1,94.1,24,27.20963855
SLV,El Salvador,occidente,97,95.31588735,95.31588735,72,70.749937
GTM,Guatemala,petén,94,95,95,57,57.60638298
GTM,Guatemala,nororiente,94,93.6,93.6,57,56.75744681
GTM,Guatemala,suroriente,94,93.4,93.4,57,56.63617021
GTM,Guatemala,suroccidente,94,98,98,57,59.42553191
GTM,Guatemala,noroccidente,94,94,94,57,57
GTM,Guatemala,metropolitana,94,99.9,99.9,57,60.57765957
GTM,Guatemala,norte,94,80.8,80.8,57,48.99574468
GTM,Guatemala,central,94,99.3,99.3,57,60.21382979
MEX,Mexico,noroeste,100,99.96422813,99.96422813,43,42.9846181
MEX,Mexico,noreste,100,99.36884035,99.36884035,43,42.72860135
MEX,Mexico,df-edo méxico,100,98.86045561,98.86045561,43,42.50999591
MEX,Mexico,centro,100,98.73164492,98.73164492,43,42.45460731
TTO,Trinidad and Tobago,tobago,98,98.44322919,98.44322919,82,82.37086524
TTO,Trinidad & Tobago,north west,98,97.6594454,97.6594454,82,81.71504615
TTO,Trinidad & Tobago,east,98,99.6873281,99.6873281,82,83.41184596
TTO,Trinidad & Tobago,central,98,99.72371903,99.72371903,82,83.44229551
TTO,Trinidad & Tobago,south west,98,99.71064636,99.71064636,82,83.43135716
BRB,Barbados,st michael,98,99.43481392,99.43481392,89,90.3030453
BRB,Barbados,christ church and st. philip,98,99.90812581,99.90812581,89,90.73288977
BRB,Barbados,"st. james, st. george, and st. thomas",98,99.93194739,99.93194739,89,90.75452365
BRB,Barbados,"st. lucy, st. peter, st. andrew, st. joseph, and st. john",98,99.7522745,99.7522745,89,90.59135133
JAM,Jamaica,kma,91,99.9,99.9,46,50.4989011
PER,Peru,amazonas,91,85.21189635,85.21189635,50,46.81972327
PER,Peru,ancash,91,94.9078473,94.9078473,50,52.14716885
PER,Peru,arequipa,91,97.59734014,97.59734014,50,53.62491217
PER,Peru,ayacucho,91,95.24671407,95.24671407,50,52.33335938
PER,Peru,cajamarca,91,88.97286236,88.97286236,50,48.88618811
PER,Peru,callao,91,98.05233607,98.05233607,50,53.87490993
PER,Peru,cusco,91,94.34425312,94.34425312,50,51.83750171
PER,Peru,huancavelica,91,92.42090665,92.42090665,50,50.78071794
PER,Peru,ica,91,95.216792,95.216792,50,52.31691868
PER,Peru,la libertad,91,94.97763434,94.97763434,50,52.18551337
PER,Peru,lambayeque,91,90.302193,90.302193,50,49.61658956
PER,Peru,lima,91,98.12125387,98.12125387,50,53.91277685
PER,Peru,loreto,91,66.0255793,66.0255793,50,36.27779083
PER,Peru,madre de dios,91,93.3784069,93.3784069,50,51.30681698
PER,Peru,moquegua,91,97.10577336,97.10577336,50,53.35482053
PER,Peru,pasco,91,81.69670836,81.69670836,50,44.8883013
PER,Peru,piura,91,84.33057502,84.33057502,50,46.33548078
PER,Peru,puno,91,80.349066,80.349066,50,44.14783846
PER,Peru,tacna,91,98.77101474,98.77101474,50,54.26978832
PER,Peru,tumbes,91,90.98706096,90.98706096,50,49.99289064
PER,Peru,ucayali,91,80.6659268,80.6659268,50,44.3219378
PER,Peru,apurimac,91,93.02511957,93.02511957,50,51.11270306
PER,Peru,huanuco,91,79.80438246,79.80438246,50,43.84856179
PER,Peru,junin,91,93.53176268,93.53176268,50,51.3910784
PER,Peru,san martin,91,90.45835097,90.45835097,50,49.70239064
HND,Honduras,atlántida,95,93.43873062,93.43873062,60,59.01393513
HND,Honduras,choluteca,95,92.92136249,92.92136249,60,58.68717631
HND,Honduras,colón,95,97.85,97.85,60,61.8
HND,Honduras,comayagua,95,94.15394676,94.15394676,60,59.46565058
HND,Honduras,copán,95,98.05,98.05,60,61.92631579
HND,Honduras,cortés,95,98.50291848,98.50291848,60,62.21236957
HND,Honduras,el paraíso,95,95.56776196,95.56776196,60,60.3585865
HND,Honduras,francisco morazán,95,98.35431497,98.35431497,60,62.11851472
HND,Honduras,intibucá,95,99,99,60,62.52631579
HND,Honduras,la paz,95,96.04341383,96.04341383,60,60.65899821
HND,Honduras,lempira,95,97.18932071,97.18932071,60,61.38272887
HND,Honduras,ocotepeque,95,95.64252231,95.64252231,60,60.40580357
HND,Honduras,olancho,95,96,96,60,60.63157895
HND,Honduras,santa bárbara,95,97,97,60,61.26315789
HND,Honduras,valle,95,95.10127587,95.10127587,60,60.06396371
HND,Honduras,yoro,95,97.0719985,97.0719985,60,61.30863063
BOL,Bolivia,chuquisaca,93,89.18143086,89.18143086,92,88.22249074
BOL,Bolivia,cochabamba,93,93.89024882,93.89024882,92,92.88067625
BOL,Bolivia,la paz,93,89.70337083,89.70337083,92,88.73881846
BOL,Bolivia,oruro,93,94.50518148,94.50518148,92,93.48899673
BOL,Bolivia,pando,93,78.21382645,78.21382645,92,77.37281756
BOL,Bolivia,potos?,93,92.37619288,92.37619288,92,91.38290048
BOL,Bolivia,santa cruz,93,98.95918717,98.95918717,92,97.89510989
BOL,Bolivia,tarija,93,96.95719841,96.95719841,92,95.91464789
BOL,Bolivia,beni,93,87.46624,87.46624,92,86.5257428
CRI,Costa Rica,alajuela,100,99.5,99.5,94,93.53
CRI,Costa Rica,cartago,100,99.9,99.9,94,93.906
CRI,Costa Rica,guanacaste,100,96.7,96.7,94,90.898
CRI,Costa Rica,heredia,100,99.9,99.9,94,93.906
CRI,Costa Rica,limón,100,98.3,98.3,94,92.402
CRI,Costa Rica,puntarenas,100,99.1,99.1,94,93.154
CRI,Costa Rica,san josé,100,99.3,99.3,94,93.342
GUY,Guyana,barima-waini,96,77.6334,77.6334,94,76.0160375
GUY,Guyana,cuyuni-mazaruni,96,89,89,94,87.14583333
GUY,Guyana,demerara-mahaica,96,99.2015,99.2015,94,97.13480208
GUY,Guyana,east berbice-corentyne,96,99.6004,99.6004,94,97.52539167
GUY,Guyana,essequibo islands-west demerara,96,99.2,99.2,94,97.13333333
GUY,Guyana,mahaica-berbice,96,99.3,99.3,94,97.23125
GUY,Guyana,pomeroon-supenaam,96,94.6,94.6,94,92.62916667
GUY,Guyana,potaro-siparuni,96,42.9792,42.9792,94,42.0838
GUY,Guyana,upper demerara-berbice,96,92.4,92.4,94,90.475
GUY,Guyana,upper takutu-upper essequibo,96,39.3624,39.3624,94,38.54235
MEX,Mexico,sur,100,95.8751289,95.8751289,43,41.22630543
SLV,El Salvador,central,97,93.56730207,93.56730207,72,69.45201803
SLV,El Salvador,oriental,97,95.3069423,95.3069423,72,70.74329738
HTI,Haiti,centre,65,52.00893939,52.00893939,10,8.001375291
HTI,Haiti,grand'anse,65,42.31766421,42.31766421,10,6.510409879
HTI,Haiti,artibonite,65,55.04524472,55.04524472,10,8.468499187
HTI,Haiti,nippes,65,66.86168785,66.86168785,10,10.28641351
HTI,Haiti,nord,65,64.14075726,64.14075726,10,9.867808809
HTI,Haiti,nord-est,65,73.53086886,73.53086886,10,11.31244136
HTI,Haiti,nord-ouest,65,51.53276945,51.53276945,10,7.928118377
HTI,Haiti,sud,65,58.2416265,58.2416265,10,8.96025023
HTI,Haiti,sud-est,65,51.19832461,51.19832461,10,7.876665324
HTI,Haiti,aire metropolitaine,65,92.43818048,92.43818048,10,14.22125854
SUR,Suriname,brokopondo,95,89.35966624,89.35966624,54,50.79391555
SUR,Suriname,commewijne,95,97.86485721,97.86485721,54,55.62844515
SUR,Suriname,coronie,95,100,100,54,56.84210526
SUR,Suriname,marowijne,95,91.12730096,91.12730096,54,51.79867633
SUR,Suriname,nickerie,95,98.17985437,98.17985437,54,55.80749617
SUR,Suriname,para,95,96.46662119,96.46662119,54,54.83365836
SUR,Suriname,paramaribo,95,99.37844998,99.37844998,54,56.48880315
SUR,Suriname,saramacca,95,98.27175209,98.27175209,54,55.85973276
SUR,Suriname,sipaliwini,95,64.33298111,64.33298111,54,36.56822084
SUR,Suriname,wanica,95,98.57972886,98.57972886,54,56.03479325
PAN,Panama,bocas del toro,96,93.56282327,93.56282327,84,81.86747036
PAN,Panama,chiriquí,96,97.70598742,97.70598742,84,85.49273899
PAN,Panama,coclé,96,99.21299998,99.21299998,84,86.81137499
PAN,Panama,colón,96,97.47387147,97.47387147,84,85.28963754
PAN,Panama,emberá wounaan,96,47.36322149,47.36322149,84,41.4428188
PAN,Panama,herrera,96,97.49720419,97.49720419,84,85.31005367
PAN,Panama,kuna yala,96,83.14086362,83.14086362,84,72.74825567
PAN,Panama,los santos,96,99.92536732,99.92536732,84,87.4346964
PAN,Panama,ngöbe buglé,96,53.76878163,53.76878163,84,47.04768393
PAN,Panama,panamá,96,99.71551007,99.71551007,84,87.25107131
PAN,Panama,veraguas,96,93.96130253,93.96130253,84,82.21613971
PAN,Panama,darien,96,88.07300193,88.07300193,84,77.06387669
NIC,Nicaragua,pácifico,82,93.47297951,93.47297951,55,62.69529114
NIC,Nicaragua,central,82,73.8892614,73.8892614,55,49.55987045
NIC,Nicaragua,atlántico,82,56.78346613,56.78346613,55,38.08647119
BLZ,Belize,belize (excluding belize city south side),98,99.3897447,99.3897447,96,97.36138257
BLZ,Belize,cayo,98,98.68074756,98.68074756,96,96.66685475
BLZ,Belize,corozal,98,94.81776952,94.81776952,96,92.882713
BLZ,Belize,orange walk,98,95.04156143,95.04156143,96,93.10193772
BLZ,Belize,stann creek,98,98.63697801,98.63697801,96,96.62397846
BLZ,Belize,toledo,98,94.66935797,94.66935797,96,92.73733026
